原页码,菌株名称,DSM编号,提取的编号,WGS_ID,WGS_状态,WGS_文件,16S_ID,16S_状态,16S_文件
373,Archangium violaceum DSM 14758,DSM 14758,DSM 14758,,,,,,
373,Archangium violaceum DSM 14759,DSM 14759,DSM 14759,,,,,,
373,Zoogloea resiniphila DSM 14766,DSM 14766,DSM 14766,,,,,,
373,Aquaspirillum sp. DSM 14767,DSM 14767,DSM 14767,,,,,,
373,Cystobacter gracilis DSM 14771,DSM 14771,DSM 14771,,,,,,
373,Archangium minus DSM 14772,DSM 14772,DSM 14772,,,,,,
373,Pectobacterium carotovorum DSM 14774,DSM 14774,DSM 14774,,,,,,
373,Pectobacterium carotovorum DSM 14775,DSM 14775,DSM 14775,,,,,,
373,Pectobacterium carotovorum DSM 14776,DSM 14776,DSM 14776,,,,,,
374,Pectobacterium carotovorum DSM 14777,DSM 14777,DSM 14777,,,,,,
374,Pannonibacter phragmitetus DSM 14780,DSM 14780,DSM 14780,,,,,,
374,Pannonibacter phragmitetus DSM 14781,DSM 14781,DSM 14781,,,,,,
374,Pannonibacter phragmitetus DSM 14782,DSM 14782,DSM 14782,GCF_000382365.1,已存在,DSM_Pannonibacter phragmitetus DSM 14782_WGS_GCF_000382365.1.fasta,PP813582,已存在,DSM_Pannonibacter phragmitetus DSM 14782_16S_PP813582.fasta
374,Thauera aromatica DSM 14793,DSM 14793,DSM 14793,,,,,,
374,Thauera aromatica DSM 14794,DSM 14794,DSM 14794,,,,,,
374,Delftia acidovorans DSM 14801,DSM 14801,DSM 14801,GCF_016027775.1,已存在,DSM_Delftia acidovorans DSM 14801_WGS_GCF_016027775.1.fasta,,,
374,Comamonas testosteroni DSM 14802,DSM 14802,DSM 14802,,,,,,
375,Sphingomonas alkanivorans DSM 14803,DSM 14803,DSM 14803,,,,,,
375,Thauera aromatica DSM 14805,DSM 14805,DSM 14805,,,,,,
375,Pedobacter cryoconitis DSM 14825,DSM 14825,DSM 14825,GCF_003259615.1,已存在,DSM_Pedobacter cryoconitis DSM 14825_WGS_GCF_003259615.1.fasta,MW927197,已存在,DSM_Pedobacter cryoconitis DSM 14825_16S_MW927197.fasta
375,Tepidimonas aquatica DSM 14833,DSM 14833,DSM 14833,GCF_007556585.1,已存在,DSM_Tepidimonas aquatica DSM 14833_WGS_GCF_007556585.1.fasta,NR_025755,已存在,DSM_Tepidimonas aquatica DSM 14833_16S_NR_025755.fasta
375,Thermomonas hydrothermalis DSM 14834,DSM 14834,CIP 108356;DSM 14834,GCF_900129205.1,已存在,DSM_Thermomonas hydrothermalis DSM 14834_WGS_GCF_900129205.1.fasta,MG016512,已存在,DSM_Thermomonas hydrothermalis DSM 14834_16S_MG016512.fasta
375,Tenacibaculum skagerrakense DSM 14835,DSM 14835,DSM 14835,,,,,,
375,Tenacibaculum skagerrakense DSM 14836,DSM 14836,DSM 14836,GCF_004345825.1,已存在,DSM_Tenacibaculum skagerrakense DSM 14836_WGS_GCF_004345825.1.fasta,MT406522,已存在,DSM_Tenacibaculum skagerrakense DSM 14836_16S_MT406522.fasta
376,Caryophanon latum DSM 14844,DSM 14844,DSM 14844;NCIMB 9534,,,,,,
376,Jannaschia helgolandensis DSM 14858,DSM 14858,DSM 14858,GCF_900109285.1,已存在,DSM_Jannaschia helgolandensis DSM 14858_WGS_GCF_900109285.1.fasta,MK493581,已存在,DSM_Jannaschia helgolandensis DSM 14858_16S_MK493581.fasta
376,Jannaschia sp. DSM 14859,DSM 14859,DSM 14859,,,,,,
376,unclassified bacterium DSM 14861,DSM 14861,DSM 14861,,,,,,
377,Plesiocystis pacifica DSM 14876,DSM 14876,DSM 14876,,,,,,
377,Methanocalculus chunghsingensis DSM 14888,DSM 14888,DSM 14888,,,,,,
377,Rheinheimera baltica DSM 14891,DSM 14891,DSM 14891,,,,,,
377,Paenibacillus brasilensis DSM 14914,DSM 14914,DSM 14914;CIP 110686,GCF_030814985.1,已存在,DSM_Paenibacillus brasilensis DSM 14914_WGS_GCF_030814985.1.fasta,HQ844465,已存在,DSM_Paenibacillus brasilensis DSM 14914_16S_HQ844465.fasta
378,Sporotomaculum syntrophicum DSM 14947,DSM 14947,DSM 14947,,,,,,
378,Methylophaga alcalica DSM 14953,DSM 14953,DSM 14953,,,,NR_028824,已存在,DSM_Methylophaga alcalica DSM 14953_16S_NR_028824.fasta
379,Acinetobacter baylyi DSM 14959,DSM 14959,DSM 14959;CIP 107476,,,,,,
379,Acinetobacter sp. DSM 14960,DSM 14960,DSM 14960;CIP 107475,,,,FM177776,已存在,DSM_Acinetobacter sp. DSM 14960_16S_FM177776.fasta
379,Acinetobacter baylyi DSM 14963,DSM 14963,DSM 14963;CIP 107473,,,,,,
379,Acinetobacter sp. DSM 14965,DSM 14965,DSM 14965;CIP 107467,,,,,,
379,Acinetobacter tjernbergiae DSM 14966,DSM 14966,DSM 14966;CIP 107466,,,,,,
379,Acinetobacter towneri DSM 14969,DSM 14969,CIP 107471;DSM 14969,,,,,,
379,Thauera sp. DSM 14974,DSM 14974,DSM 14974,,,,,,
379,Thauera sp. DSM 14975,DSM 14975,DSM 14975,,,,,,
379,Oceanithermus profundus DSM 14977,DSM 14977,DSM 14977,,,,,,
379,Vulcanithermus mediatlanticus DSM 14978,DSM 14978,DSM 14978,,,,,,
380,Rahnella aquatilis DSM 14986,DSM 14986,DSM 14986,,,,,,
380,Brachybacterium sp. DSM 14995,DSM 14995,DSM 14995,,,,,,
380,Aurantimonas sp. DSM 15010,DSM 15010,DSM 15010,,,,,,
381,Shewanella denitrificans DSM 15014,DSM 15014,DSM 15014,,,,,,
381,Acidovorax sp. DSM 15015,DSM 15015,DSM 15015,,,,,,
381,Microbacterium paraoxydans DSM 15020,DSM 15020,DSM 15020,,,,,,
381,Microbacterium paraoxydans DSM 15021,DSM 15021,DSM 15021,,,,,,
381,Brevibacterium luteolum DSM 15023,DSM 15023,DSM 15023,,,,,,
381,Brevibacterium luteolum DSM 15024,DSM 15024,DSM 15024,,,,,,
381,Brevibacterium luteolum DSM 15025,DSM 15025,DSM 15025,,,,,,
381,Solibacillus silvestris DSM 15028,DSM 15028,DSM 15028,,,,,,
381,Bacillus spizizenii DSM 15029,DSM 15029,DSM 15029,,,,,,
382,Planococcus rifietoensis DSM 15069,DSM 15069,DSM 15069,,,,,,
382,Methylorubrum podarium DSM 15083,DSM 15083,DSM 15083,,,,,,
382,Burkholderia sp. DSM 15090,DSM 15090,DSM 15090,,,,,,
382,Comamonas sp. DSM 15091,DSM 15091,DSM 15091,,,,,,
383,Persephonella hydrogeniphila DSM 15103,DSM 15103,DSM 15103,,,,,,
383,Roseospira marina DSM 15113,DSM 15113,DSM 15113,,,,NR_028936,已存在,DSM_Roseospira marina DSM 15113_16S_NR_028936.fasta
383,Halorhodospira neutriphila DSM 15115,DSM 15115,DSM 15115,,,,,,
383,Halorhodospira neutriphila DSM 15116,DSM 15116,DSM 15116,GCF_016584055.1,成功,DSM_Halorhodospira neutriphila DSM 15116_WGS_GCF_016584055.1.fasta,NR_113390,已存在,DSM_Halorhodospira neutriphila DSM 15116_16S_NR_113390.fasta
383,Brachymonas denitrificans DSM 15123,DSM 15123,DSM 15123,GCF_900110225.1,成功,DSM_Brachymonas denitrificans DSM 15123_WGS_GCF_900110225.1.fasta,EU434471,成功,DSM_Brachymonas denitrificans DSM 15123_16S_EU434471.fasta
383,Marinobacter squelenovorans DSM 15125,DSM 15125,DSM 15125,,,,,,
384,Neisseria gonorrhoeae DSM 15130,DSM 15130,ATCC 43069;DSM 15130,GCF_900025555.1,成功,ATCC_Neisseria gonorrhoeae DSM 15130_WGS_GCF_900025555.1.fasta,,,
384,Pseudoxanthomonas mexicana DSM 15133,DSM 15133,DSM 15133,,,,,,
384,Paraliobacillus ryukyuensis DSM 15140,DSM 15140,DSM 15140,GCF_003315295.1,成功,DSM_Paraliobacillus ryukyuensis DSM 15140_WGS_GCF_003315295.1.fasta,KC443071,成功,DSM_Paraliobacillus ryukyuensis DSM 15140_16S_KC443071.fasta
384,Staphylococcus nepalensis DSM 15150,DSM 15150,DSM 15150,GCF_002902745.1,成功,DSM_Staphylococcus nepalensis DSM 15150_WGS_GCF_002902745.1.fasta,PQ669707,成功,DSM_Staphylococcus nepalensis DSM 15150_16S_PQ669707.fasta
384,Staphylococcus nepalensis DSM 15151,DSM 15151,DSM 15151,,,,,,
385,Enterobacter ludwigii DSM 15156,DSM 15156,DSM 15156,GCF_020099215.1,成功,DSM_Enterobacter ludwigii DSM 15156_WGS_GCF_020099215.1.fasta,,,
385,Roseovarius nubinhibens DSM 15170,DSM 15170,DSM 15170,GCF_018860885.1,成功,DSM_Roseovarius nubinhibens DSM 15170_WGS_GCF_018860885.1.fasta,OR708677,成功,DSM_Roseovarius nubinhibens DSM 15170_16S_OR708677.fasta
385,Ruegeria pomeroyi DSM 15172,DSM 15172,DSM 15172,,,,,,
385,Photorhabdus thracensis DSM 15193,DSM 15193,DSM 15193,,,,,,
385,Photorhabdus laumondii DSM 15195,DSM 15195,DSM 15195,,,,,,
385,Photorhabdus thracensis DSM 15196,DSM 15196,DSM 15196,,,,,,
386,Photorhabdus thracensis DSM 15197,DSM 15197,DSM 15197,,,,,,
386,Photorhabdus kayaii DSM 15198,DSM 15198,DSM 15198,,,,,,
386,Paenibacillus amylolyticus DSM 15211,DSM 15211,DSM 15211;LMG 21767,GCF_051136295.1,成功,DSM_Paenibacillus amylolyticus DSM 15211_WGS_GCF_051136295.1.fasta,PV810289,成功,DSM_Paenibacillus amylolyticus DSM 15211_16S_PV810289.fasta
386,Enterobacter ludwigii DSM 15213,DSM 15213,DSM 15213,GCF_019930965.1,成功,DSM_Enterobacter ludwigii DSM 15213_WGS_GCF_019930965.1.fasta,,,
386,Pycnoporus cinnabarinus DSM 15225,DSM 15225,DSM 15225,,,,,,
386,Thermococcus atlanticus DSM 15226,DSM 15226,DSM 15226;CIP 107420,,,,NR_042075,成功,DSM_Thermococcus atlanticus DSM 15226_16S_NR_042075.fasta
386,Thermococcus marinus DSM 15227,DSM 15227,DSM 15227,,,,NR_114653,成功,DSM_Thermococcus marinus DSM 15227_16S_NR_114653.fasta
387,Paenarthrobacter nitroguajacolicus DSM 15233,DSM 15233,CCM 4925;DSM 15233,,,,,,
387,Paenarthrobacter nitroguajacolicus DSM 15234,DSM 15234,CCM 7049;DSM 15234,,,,,,
387,Chryseobacterium daecheongense DSM 15235,DSM 15235,DSM 15235,GCF_004365465.1,成功,DSM_Chryseobacterium daecheongense DSM 15235_WGS_GCF_004365465.1.fasta,OQ130659,已存在,DSM_Chryseobacterium daecheongense DSM 15235_16S_OQ130659.fasta
387,Aquaspirillum sp. DSM 15240,DSM 15240,DSM 15240,,,,,,
387,Schlegelella thermodepolymerans DSM 15264,DSM 15264,LMG 21760;DSM 15264,,,,,,
387,Rhodobacteraceae (not further classified) DSM 15270,DSM 15270,DSM 15270,,,,,,
388,Rhodobacteraceae (not further classified) DSM 15280,DSM 15280,DSM 15280,,,,,,
388,Thermus thermophilus DSM 15284,DSM 15284,DSM 15284,,,,,,
388,Rhodobacteraceae (not further classified) DSM 15291,DSM 15291,DSM 15291,,,,,,
388,Halomonas campaniensis DSM 15293,DSM 15293,DSM 15293,GCF_000696485.1,已存在,DSM_Halomonas campaniensis DSM 15293_WGS_GCF_000696485.1.fasta,PV653976,已存在,DSM_Halomonas campaniensis DSM 15293_16S_PV653976.fasta
388,Brucella gallinifaecis DSM 15295,DSM 15295,DSM 15295,GCF_006476605.1,已存在,DSM_Brucella gallinifaecis DSM 15295_WGS_GCF_006476605.1.fasta,NR_025576,已存在,DSM_Brucella gallinifaecis DSM 15295_16S_NR_025576.fasta
389,Planococcus maitriensis DSM 15305,DSM 15305,DSM 15305,GCF_003289925.1,已存在,DSM_Planococcus maitriensis DSM 15305_WGS_GCF_003289925.1.fasta,MK785127,已存在,DSM_Planococcus maitriensis DSM 15305_16S_MK785127.fasta
389,Pseudomonas antarctica DSM 15318,DSM 15318,DSM 15318,GCF_051904845.1,已存在,DSM_Pseudomonas antarctica DSM 15318_WGS_GCF_051904845.1.fasta,PV875671,已存在,DSM_Pseudomonas antarctica DSM 15318_16S_PV875671.fasta
389,Pseudomonas antarctica DSM 15320,DSM 15320,DSM 15320,,,,,,
389,Bacillus sp. DSM 15328,DSM 15328,DSM 15328,,,,,,
389,Bacillus sp. DSM 15329,DSM 15329,DSM 15329,,,,,,
389,Bacillus sp. DSM 15330,DSM 15330,DSM 15330,,,,,,
389,Lampropedia hyalina DSM 15336,DSM 15336,DSM 15336,,,,AY291119,已存在,DSM_Lampropedia hyalina DSM 15336_16S_AY291119.fasta
390,Hydrogenophaga defluvii DSM 15341,DSM 15341,DSM 15341,GCF_042665235.1,已存在,DSM_Hydrogenophaga defluvii DSM 15341_WGS_GCF_042665235.1.fasta,NR_029024,已存在,DSM_Hydrogenophaga defluvii DSM 15341_16S_NR_029024.fasta
390,Hydrogenophaga atypica DSM 15342,DSM 15342,DSM 15342,GCF_042665215.1,已存在,DSM_Hydrogenophaga atypica DSM 15342_WGS_GCF_042665215.1.fasta,NR_029023,已存在,DSM_Hydrogenophaga atypica DSM 15342_16S_NR_029023.fasta
391,Escherichia coli DSM 15371,DSM 15371,DSM 15371,GCA_947244825.1,已存在,DSM_Escherichia coli DSM 15371_WGS_GCA_947244825.1.fasta,,,
391,Escherichia coli DSM 15372,DSM 15372,DSM 15372,,,,,,
392,Geobacillus sp. DSM 15390,DSM 15390,DSM 15390,,,,,,
392,Geobacillus stromboliensis DSM 15392,DSM 15392,DSM 15392,,,,AJ704828,已存在,DSM_Geobacillus stromboliensis DSM 15392_16S_AJ704828.fasta
392,Citrococcus sp. DSM 15394,DSM 15394,DSM 15394,,,,,,
392,Psychrobacter maritimus DSM 15397,DSM 15397,DSM 15397,,,,,,
392,Halomonas sp. DSM 15399,DSM 15399,DSM 15399,,,,,,
392,Psychrobacter sp. DSM 15403,DSM 15403,DSM 15403,,,,,,
393,Vibrio parahaemolyticus DSM 15416,DSM 15416,DSM 15416,,,,,,
393,Paracoccus pantotrophus DSM 15418,DSM 15418,DSM 15418,,,,,,
393,Thermomonas brevis DSM 15422,DSM 15422,DSM 15422,GCF_014395425.1,已存在,DSM_Thermomonas brevis DSM 15422_WGS_GCF_014395425.1.fasta,AB355702,已存在,DSM_Thermomonas brevis DSM 15422_16S_AB355702.fasta
393,Clostridium sp. DSM 15427,DSM 15427,DSM 15427,,,,,,
393,Hymenobacter sp. DSM 15438,DSM 15438,DSM 15438,,,,,,
393,Cupriavidus necator DSM 15443,DSM 15443,DSM 15443,,,,,,
393,Cupriavidus necator DSM 15444,DSM 15444,DSM 15444,,,,,,
394,Aeribacillus pallidus DSM 15447,DSM 15447,DSM 15447,,,,,,
394,Listeria welshimeri DSM 15452,DSM 15452,DSM 15452,,,,,,
394,Microbacterium paraoxydans DSM 15461,DSM 15461,DSM 15461,,,,,,
394,Cryptococcus deneoformans DSM 15466,DSM 15466,DSM 15466,,,,,,
395,Vibrio parahaemolyticus DSM 15477,DSM 15477,DSM 15477;NCTC 11347,,,,,,
395,Ectothiorhodosinus mongolicus DSM 15479,DSM 15479,DSM 15479,GCF_022406875.1,已存在,DSM_Ectothiorhodosinus mongolicus DSM 15479_WGS_GCF_022406875.1.fasta,NR_042831,已存在,DSM_Ectothiorhodosinus mongolicus DSM 15479_16S_NR_042831.fasta
395,Idiomarina loihiensis DSM 15497,DSM 15497,DSM 15497,GCF_044799465.1,已存在,DSM_Idiomarina loihiensis DSM 15497_WGS_GCF_044799465.1.fasta,PP329968,已存在,DSM_Idiomarina loihiensis DSM 15497_16S_PP329968.fasta
395,Kribbella yunnanensis DSM 15499,DSM 15499,DSM 15499,GCF_039529655.1,已存在,DSM_Kribbella yunnanensis DSM 15499_WGS_GCF_039529655.1.fasta,NR_042731,已存在,DSM_Kribbella yunnanensis DSM 15499_16S_NR_042731.fasta
395,Kribbella alba DSM 15500,DSM 15500,DSM 15500,GCF_039529635.1,已存在,DSM_Kribbella alba DSM 15500_WGS_GCF_039529635.1.fasta,NR_042732,已存在,DSM_Kribbella alba DSM 15500_16S_NR_042732.fasta
396,Oxalicibacterium flavum DSM 15507,DSM 15507,DSM 15507;LMG 21572,,,,,,
396,Erysipelothrix inopinata DSM 15511,DSM 15511,DSM 15511,GCF_014396165.1,已存在,DSM_Erysipelothrix inopinata DSM 15511_WGS_GCF_014396165.1.fasta,NR_025594,已存在,DSM_Erysipelothrix inopinata DSM 15511_16S_NR_025594.fasta
396,Fulvimarina pelagi DSM 15514,DSM 15514,DSM 15514,,,,,,
396,Fulvimarina pelagi DSM 15515,DSM 15515,DSM 15515,,,,,,
396,Halomonas boliviensis DSM 15516,DSM 15516,DSM 15516,,,,OP315745,已存在,DSM_Halomonas boliviensis DSM 15516_16S_OP315745.fasta
396,Halomonas boliviensis DSM 15517,DSM 15517,DSM 15517,,,,,,
396,Neomegalonema perideroedes DSM 15528,DSM 15528,DSM 15528,GCF_000374145.1,已存在,DSM_Neomegalonema perideroedes DSM 15528_WGS_GCF_000374145.1.fasta,NR_041772,已存在,DSM_Neomegalonema perideroedes DSM 15528_16S_NR_041772.fasta
396,Candida maltosa DSM 15531,DSM 15531,DSM 15531,,,,,,
398,Klebsiella pneumoniae DSM 15563,DSM 15563,DSM 15563,,,,,,
398,Klebsiella pneumoniae DSM 15565,DSM 15565,DSM 15565,,,,,,
398,Propionicimonas paludicola DSM 15598,DSM 15598,DSM 15598,,,,,,
400,Pauljensenia hongkongensis DSM 15629,DSM 15629,DSM 15629,GCF_001746855.1,已存在,DSM_Pauljensenia hongkongensis DSM 15629_WGS_GCF_001746855.1.fasta,MT323092,已存在,DSM_Pauljensenia hongkongensis DSM 15629_16S_MT323092.fasta
400,Kocuria palustris DSM 15639,DSM 15639,DSM 15639,,,,,,
400,Kocuria sp. DSM 15640,DSM 15640,DSM 15640,,,,,,
401,Brachybacterium sp. DSM 15659,DSM 15659,DSM 15659,,,,,,
401,Nesterenkonia sp. DSM 15667,DSM 15667,DSM 15667,,,,,,
401,Brevibacterium sanguinis DSM 15678,DSM 15678,DSM 15678,,,,,,
401,Brevibacterium sanguinis DSM 15679,DSM 15679,DSM 15679,,,,,,
401,Caldibacillus debilis DSM 15680,DSM 15680,DSM 15680,,,,,,
403,Paucilactobacillus oligofermentans DSM 15705,DSM 15705,DSM 15705,,,,,,
403,Paucilactobacillus oligofermentans DSM 15706,DSM 15706,DSM 15706,,,,,,
403,Paucilactobacillus oligofermentans DSM 15708,DSM 15708,DSM 15708,,,,,,
403,Paucilactobacillus oligofermentans DSM 15709,DSM 15709,DSM 15709,,,,,,
403,Halomonas meridiana DSM 15721,DSM 15721,DSM 15721,,,,AF212201,已存在,DSM_Halomonas meridiana DSM 15721_16S_AF212201.fasta
403,Halomonas sulfidaeris DSM 15722,DSM 15722,DSM 15722,,,,OR899846,已存在,DSM_Halomonas sulfidaeris DSM 15722_16S_OR899846.fasta
403,Halomonas meridiana DSM 15724,DSM 15724,DSM 15724,,,,AF212217,已存在,DSM_Halomonas meridiana DSM 15724_16S_AF212217.fasta
403,Clostridium sp. DSM 15728,DSM 15728,DSM 15728,,,,,,
404,Latilactobacillus sakei subsp. carnosus DSM 15740,DSM 15740,DSM 15740,,,,,,
404,Pseudomonas psychrotolerans DSM 15758,DSM 15758,DSM 15758;LMG 21977,GCF_900102665.1,已存在,DSM_Pseudomonas psychrotolerans DSM 15758_WGS_GCF_900102665.1.fasta,,,
404,Cellulomonas hominis DSM 15765,DSM 15765,DSM 15765,,,,,,
404,Oceanobacillus sp. DSM 15766,DSM 15766,DSM 15766,,,,,,
405,Oceanobacillus sp. DSM 15767,DSM 15767,DSM 15767,,,,,,
405,Brevibacterium sp. DSM 15795,DSM 15795,DSM 15795,,,,,,
405,Vibrio navarrensis DSM 15800,DSM 15800,DSM 15800,,,,,,
406,Nesterenkonia sp. DSM 15840,DSM 15840,DSM 15840,,,,,,
406,Brachybacterium sp. DSM 15852,DSM 15852,DSM 15852,,,,,,
407,Kocuria sp. DSM 15853,DSM 15853,DSM 15853,,,,,,
407,Kocuria sp. DSM 15854,DSM 15854,DSM 15854,,,,,,
407,Nocardioides sp. DSM 15858,DSM 15858,DSM 15858,,,,,,
407,Halobacillus sp. DSM 15859,DSM 15859,DSM 15859,,,,,,
407,Ornithinibacillus sp. DSM 15860,DSM 15860,DSM 15860,,,,,,
407,Virgibacillus sp. DSM 15861,DSM 15861,DSM 15861,,,,,,
407,Gracilibacillus sp. DSM 15862,DSM 15862,DSM 15862,,,,,,
407,Virgibacillus sp. DSM 15864,DSM 15864,DSM 15864,,,,,,
407,Microbacterium sp. DSM 15872,DSM 15872,DSM 15872,,,,,,
408,Belliella baltica DSM 15882,DSM 15882,DSM 15882,,,,,,
408,Paenibacillus anaericanus DSM 15890,DSM 15890,DSM 15890;CIP 109447,GCF_003994475.1,已存在,DSM_Paenibacillus anaericanus DSM 15890_WGS_GCF_003994475.1.fasta,LT223605,已存在,DSM_Paenibacillus anaericanus DSM 15890_16S_LT223605.fasta
408,Dechloromonas denitrificans DSM 15892,DSM 15892,CIP 109443;DSM 15892,GCF_020510685.1,已存在,DSM_Dechloromonas denitrificans DSM 15892_WGS_GCF_020510685.1.fasta,NR_042090,已存在,DSM_Dechloromonas denitrificans DSM 15892_16S_NR_042090.fasta
408,Geobacillus sp. DSM 15905,DSM 15905,DSM 15905,,,,,,
409,Rathayibacter festucae DSM 15932,DSM 15932,DSM 15932,GCF_009834205.1,已存在,DSM_Rathayibacter festucae DSM 15932_WGS_GCF_009834205.1.fasta,MW568146,已存在,DSM_Rathayibacter festucae DSM 15932_16S_MW568146.fasta
409,Rathayibacter caricis DSM 15933,DSM 15933,DSM 15933,GCF_003044275.1,已存在,DSM_Rathayibacter caricis DSM 15933_WGS_GCF_003044275.1.fasta,PV760591,已存在,DSM_Rathayibacter caricis DSM 15933_16S_PV760591.fasta
410,Agreia sp. DSM 15935,DSM 15935,DSM 15935,,,,,,
410,Flavobacterium denitrificans DSM 15936,DSM 15936,DSM 15936;CIP 109214,GCF_000425445.1,已存在,DSM_Flavobacterium denitrificans DSM 15936_WGS_GCF_000425445.1.fasta,NR_042088,已存在,DSM_Flavobacterium denitrificans DSM 15936_16S_NR_042088.fasta
410,Flavobacterium frigidimaris DSM 15937,DSM 15937,DSM 15937,GCF_002217275.1,已存在,DSM_Flavobacterium frigidimaris DSM 15937_WGS_GCF_002217275.1.fasta,MN559444,已存在,DSM_Flavobacterium frigidimaris DSM 15937_16S_MN559444.fasta
410,Leuconostoc citreum DSM 15948,DSM 15948,DSM 15948,,,,,,
410,Deinococcus marmoris DSM 15951,DSM 15951,DSM 15951,,,,,,
410,Janibacter sanguinis DSM 15959,DSM 15959,DSM 15959;CIP 108123,,,,,,
410,Arthrobotrys amerospora DSM 15963,DSM 15963,DSM 15963,,,,,,
410,Fusarium solani DSM 15964,DSM 15964,DSM 15964,,,,,,
410,Sarocladium kiliense DSM 15965,DSM 15965,DSM 15965,,,,,,
410,Aspergillus fumigatus DSM 15966,DSM 15966,DSM 15966,,,,,,
411,Cladosporium allicinum DSM 15967,DSM 15967,DSM 15967,,,,,,
411,Deinococcus saxicola DSM 15974,DSM 15974,DSM 15974;CIP 109040,GCF_050341015.1,已存在,DSM_Deinococcus saxicola DSM 15974_WGS_GCF_050341015.1.fasta,KY386571,已存在,DSM_Deinococcus saxicola DSM 15974_16S_KY386571.fasta
411,Citrobacter freundii DSM 15979,DSM 15979,DSM 15979;NCIMB 12203,,,,,,
411,Pseudomonas aeruginosa DSM 15980,DSM 15980,LMG 33384;DSM 15980,,,,,,
411,Oceanicola granulosus DSM 15983,DSM 15983,DSM 15983,,,,,,
411,Shewanella putrefaciens DSM 15988,DSM 15988,NCIMB 12202;DSM 15988,GCF_000015185.1,已存在,DSM_Shewanella putrefaciens DSM 15988_WGS_GCF_000015185.1.fasta,,,
411,Robiginitalea biformata DSM 15992,DSM 15992,DSM 15992,,,,,,
412,Deinococcus frigens DSM 15993,DSM 15993,CIP 109041;DSM 15993,,,,,,
412,Deinococcus frigens DSM 15994,DSM 15994,DSM 15994,,,,,,
412,Klebsiella pneumoniae DSM 15998,DSM 15998,DSM 15998,,,,,,
413,Arthrobacter sp. DSM 16024,DSM 16024,DSM 16024;CCM 7210,,,,,,
413,Limosilactobacillus antri DSM 16042,DSM 16042,LMG 22112;DSM 16042,,,,,,
413,Lactobacillus kalixensis DSM 16044,DSM 16044,LMG 22489;DSM 16044,,,,,,
413,Limosilactobacillus gastricus DSM 16046,DSM 16046,DSM 16046;LMG 22488,,,,,,
414,Lactobacillus ultunensis DSM 16048,DSM 16048,DSM 16048,GCF_016647595.1,已存在,DSM_Lactobacillus ultunensis DSM 16048_WGS_GCF_016647595.1.fasta,,,
414,Geobacillus thermoleovorans DSM 16053,DSM 16053,DSM 16053,,,,,,
414,Janibacter melonis DSM 16064,DSM 16064,DSM 16064,,,,,,
414,Psychrobacter alimentarius DSM 16066,DSM 16066,DSM 16066,,,,,,
414,Algoriphagus marincola DSM 16068,DSM 16068,DSM 16068,,,,,,
414,Marinobacter flavimaris DSM 16070,DSM 16070,DSM 16070,GCF_045057155.1,已存在,DSM_Marinobacter flavimaris DSM 16070_WGS_GCF_045057155.1.fasta,EU440995,已存在,DSM_Marinobacter flavimaris DSM 16070_16S_EU440995.fasta
415,Marinobacter daepoensis DSM 16072,DSM 16072,DSM 16072,GCF_000421165.1,已存在,DSM_Marinobacter daepoensis DSM 16072_WGS_GCF_000421165.1.fasta,NR_025800,已存在,DSM_Marinobacter daepoensis DSM 16072_16S_NR_025800.fasta
415,Borrelia afzelii DSM 16073,DSM 16073,DSM 16073,,,,,,
415,Pseudomonas aeruginosa DSM 16074,DSM 16074,LMG 33385;DSM 16074,GCA_016089725.1,已存在,LMG_Pseudomonas aeruginosa DSM 16074_WGS_GCA_016089725.1.fasta,,,
415,Halomonas anticariensis DSM 16096,DSM 16096,DSM 16096,,,,AY489405,已存在,DSM_Halomonas anticariensis DSM 16096_16S_AY489405.fasta
416,Pseudoalteromonas telluritireducens DSM 16098,DSM 16098,DSM 16098,GCF_001596795.1,已存在,DSM_Pseudoalteromonas telluritireducens DSM 16098_WGS_GCF_001596795.1.fasta,,,
416,Pseudoalteromonas spiralis DSM 16099,DSM 16099,DSM 16099,GCF_001596815.1,已存在,DSM_Pseudoalteromonas spiralis DSM 16099_WGS_GCF_001596815.1.fasta,,,
416,Trichophyton interdigitale DSM 16110,DSM 16110,DSM 16110,,,,,,
416,Trichophyton rubrum DSM 16111,DSM 16111,DSM 16111,,,,,,
416,Paenibacillus larvae DSM 16115,DSM 16115,DSM 16115,,,,,,
416,Paenibacillus larvae DSM 16116,DSM 16116,DSM 16116,,,,DQ079620,已存在,DSM_Paenibacillus larvae DSM 16116_16S_DQ079620.fasta
416,Yarrowia lipolytica DSM 16126,DSM 16126,DSM 16126,,,,,,
417,Idiomarina fontislapidosi DSM 16139,DSM 16139,DSM 16139,,,,,,
417,Idiomarina ramblicola DSM 16140,DSM 16140,DSM 16140,,,,,,
417,Bacillus sp. DSM 16146,DSM 16146,DSM 16146,,,,,,
417,Coprinus macrocephalus DSM 16170,DSM 16170,DSM 16170,,,,,,
417,Leucoagaricus leucothites DSM 16171,DSM 16171,DSM 16171,,,,,,
417,Hydnum rufescens DSM 16172,DSM 16172,DSM 16172,,,,,,
