页码,菌株名称,DSM编号,WGS_ID,WGS_状态,WGS_文件,16S_ID,16S_状态,16S_文件,Complete_ID,Complete_状态,Complete_文件
11,Paenibacillus chibensis DSM 329,DSM 329,N/A,N/A,,NZ_CP027476,成功,Paenibacillus chibensis DSM 329_16S_NZ_CP027476.fasta,N/A,N/A,
11,Azotobacter vinelandii DSM 332,DSM 332,N/A,N/A,,N/A,N/A,,N/A,N/A,
11,Priestia megaterium DSM 333,DSM 333,N/A,N/A,,N/A,N/A,,N/A,N/A,
11,Ancylobacter aquaticus DSM 334,DSM 334,N/A,N/A,,N/A,N/A,,N/A,N/A,
11,Brevibacillus laterosporus DSM 335,DSM 335,GCF_000368925.1,成功,Brevibacillus laterosporus DSM 335_WGS_GCF_000368925.1.fasta,N/A,N/A,,N/A,N/A,
11,Priestia megaterium DSM 337,DSM 337,N/A,N/A,,N/A,N/A,,N/A,N/A,
11,Xanthobacter flavus DSM 338,DSM 338,JBAFUM000000000,成功,Xanthobacter flavus DSM 338_WGS_JBAFUM000000000.fasta,N/A,N/A,,N/A,N/A,
11,Priestia megaterium DSM 339,DSM 339,N/A,N/A,,N/A,N/A,,N/A,N/A,
11,Clavibacter insidiosus DSM 340,DSM 340,N/A,N/A,,N/A,N/A,,N/A,N/A,
11,Pseudarthrobacter polychromogenes DSM 342,DSM 342,N/A,N/A,,N/A,N/A,,N/A,N/A,
11,Priestia megaterium DSM 344,DSM 344,N/A,N/A,,N/A,N/A,,N/A,N/A,
11,Bacillus cereus DSM 345,DSM 345,GCF_042638365.1,成功,Bacillus cereus DSM 345_WGS_GCF_042638365.1.fasta,N/A,N/A,,N/A,N/A,
11,Staphylococcus aureus DSM 346,DSM 346,GCF_002025145.1,成功,Staphylococcus aureus DSM 346_WGS_GCF_002025145.1.fasta,N/A,N/A,,N/A,N/A,
11,Bacillus spizizenii DSM 347,DSM 347,N/A,N/A,,DQ207730,成功,Bacillus spizizenii DSM 347_16S_DQ207730.fasta,N/A,N/A,
11,Kocuria rhizophila DSM 348,DSM 348,N/A,N/A,,CM094876,成功,Kocuria rhizophila DSM 348_16S_CM094876.fasta,N/A,N/A,
11,Bacillus thuringiensis DSM 350,DSM 350,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Bacillus cereus DSM 351,DSM 351,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Bacillus sp. DSM 352,DSM 352,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Bacillus pumilus DSM 354,DSM 354,GCA_041956515.1,成功,Bacillus pumilus DSM 354_WGS_GCA_041956515.1.fasta,N/A,N/A,,N/A,N/A,
12,Bacillus pumilus DSM 355,DSM 355,N/A,N/A,,AB354235,成功,Bacillus pumilus DSM 355_16S_AB354235.fasta,N/A,N/A,
12,Paenibacillus polymyxa DSM 356,DSM 356,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Paenibacillus macerans DSM 357,DSM 357,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Cytobacillus firmus DSM 359,DSM 359,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Bacillus cereus DSM 360,DSM 360,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Bacillus pumilus DSM 361,DSM 361,GCF_053538425.1,成功,Bacillus pumilus DSM 361_WGS_GCF_053538425.1.fasta,N/A,N/A,,N/A,N/A,
12,Brevibacillus parabrevis DSM 362,DSM 362,GCF_050475145.1,成功,Brevibacillus parabrevis DSM 362_WGS_GCF_050475145.1.fasta,N/A,N/A,,N/A,N/A,
12,Rhodococcus rhodochrous DSM 363,DSM 363,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Rhodococcus sp. DSM 364,DSM 364,GCF_052069955.1,成功,Rhodococcus sp. DSM 364_WGS_GCF_052069955.1.fasta,N/A,N/A,,N/A,N/A,
12,Paenibacillus polymyxa DSM 365,DSM 365,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Azotobacter vinelandii DSM 366,DSM 366,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Azotobacter chroococcum DSM 368,DSM 368,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Azotobacter chroococcum DSM 369,DSM 369,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Brevibacillus parabrevis DSM 370,DSM 370,N/A,N/A,,AB680279,成功,Brevibacillus parabrevis DSM 370_16S_AB680279.fasta,N/A,N/A,
12,Paenibacillus polymyxa DSM 372,DSM 372,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Azotobacter beijerinckii DSM 373,DSM 373,N/A,N/A,,N/A,N/A,,N/A,N/A,
12,Azotobacter chroococcum DSM 374,DSM 374,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azomonas agilis DSM 375,DSM 375,GCF_007830255.1,成功,Azomonas agilis DSM 375_WGS_GCF_007830255.1.fasta,N/A,N/A,,N/A,N/A,
13,Azorhizophilus paspali DSM 376,DSM 376,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azotobacter beijerinckii DSM 378,DSM 378,GCF_033100815.1,成功,Azotobacter beijerinckii DSM 378_WGS_GCF_033100815.1.fasta,N/A,N/A,,N/A,N/A,
13,Azotobacter chroococcum DSM 379,DSM 379,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azotobacter beijerinckii DSM 381,DSM 381,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azotobacter vinelandii DSM 382,DSM 382,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Bacillus mycoides DSM 384,DSM 384,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azorhizophilus paspali DSM 388,DSM 388,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azotobacter vinelandii DSM 389,DSM 389,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azotobacter vinelandii DSM 390,DSM 390,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azorhizophilus paspali DSM 391,DSM 391,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Bacillus licheniformis DSM 392,DSM 392,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azotobacter chroococcum DSM 393,DSM 393,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Bacillus licheniformis DSM 394,DSM 394,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azotobacter vinelandii DSM 395,DSM 395,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Lysinibacillus sphaericus DSM 396,DSM 396,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azotobacter chroococcum DSM 398,DSM 398,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azotobacter vinelandii DSM 399,DSM 399,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Azorhizophilus paspali DSM 400,DSM 400,N/A,N/A,,N/A,N/A,,N/A,N/A,
13,Bacillus subtilis DSM 402,DSM 402,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Bacillus sp. DSM 405,DSM 405,N/A,N/A,,AB680832,成功,Bacillus sp. DSM 405_16S_AB680832.fasta,N/A,N/A,
14,Bacillus sp. DSM 406,DSM 406,N/A,N/A,,AB680833,成功,Bacillus sp. DSM 406_16S_AB680833.fasta,N/A,N/A,
14,Bacillus sp. DSM 411,DSM 411,N/A,N/A,,AB680834,成功,Bacillus sp. DSM 411_16S_AB680834.fasta,N/A,N/A,
14,Paracoccus denitrificans DSM 413,DSM 413,NZ_FNEA00000000.1,失败,,N/A,N/A,,N/A,N/A,
14,Paracoccus pantotrophus DSM 415,DSM 415,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Cupriavidus necator DSM 416,DSM 416,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Cupriavidus necator DSM 418,DSM 418,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Paenarthrobacter ureafaciens DSM 419,DSM 419,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Paenarthrobacter nicotinovorans DSM 420,DSM 420,JAGINZ000000000,成功,Paenarthrobacter nicotinovorans DSM 420_WGS_JAGINZ000000000.fasta,N/A,N/A,,N/A,N/A,
14,Cupriavidus necator DSM 422,DSM 422,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Escherichia coli DSM 423,DSM 423,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Zymomonas mobilis DSM 424,DSM 424,GCF_000175255.2,成功,Zymomonas mobilis DSM 424_WGS_GCF_000175255.2.fasta,N/A,N/A,,N/A,N/A,
14,Flavobacterium sp. DSM 425,DSM 425,N/A,N/A,,AM230488,成功,Flavobacterium sp. DSM 425_16S_AM230488.fasta,N/A,N/A,
14,Escherichia coli DSM 426,DSM 426,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Cupriavidus necator DSM 428,DSM 428,N/A,N/A,,CM104803,成功,Cupriavidus necator DSM 428_16S_CM104803.fasta,N/A,N/A,
14,Escherichia coli DSM 429,DSM 429,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Cupriavidus necator DSM 430,DSM 430,N/A,N/A,,N/A,N/A,,N/A,N/A,
14,Xanthobacter nonsaccharivorans DSM 431,DSM 431,JBAFVV000000000,成功,Xanthobacter nonsaccharivorans DSM 431_WGS_JBAFVV000000000.fasta,N/A,N/A,,N/A,N/A,
14,Xanthobacter autotrophicus DSM 432,DSM 432,JBAFVK000000000,成功,Xanthobacter autotrophicus DSM 432_WGS_JBAFVK000000000.fasta,N/A,N/A,,N/A,N/A,
14,Brevibacterium iodinum DSM 433,DSM 433,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Myxococcus fulvus DSM 434,DSM 434,N/A,N/A,,AJ233917,成功,Myxococcus fulvus DSM 434_16S_AJ233917.fasta,N/A,N/A,
15,Myxococcus xanthus DSM 435,DSM 435,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Chondromyces apiculatus DSM 436,DSM 436,ASRX00000000,成功,Chondromyces apiculatus DSM 436_WGS_ASRX00000000.fasta,M94274,成功,Chondromyces apiculatus DSM 436_16S_M94274.fasta,N/A,N/A,
15,Pseudomonas putida DSM 437,DSM 437,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Sporolactobacillus laevolacticus DSM 442,DSM 442,N/A,N/A,,N/A,N/A,,AWTC01000000,失败,
15,Sporolactobacillus laevolacticus DSM 444,DSM 444,N/A,N/A,,MW460244,成功,Sporolactobacillus laevolacticus DSM 444_16S_MW460244.fasta,N/A,N/A,
15,Bacillus sp. DSM 445,DSM 445,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,DSM 446,N/A,N/A,,N/A,N/A,,CP001727,成功,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446_Complete_CP001727.fasta
15,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 448,DSM 448,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 449,DSM 449,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 451,DSM 451,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 452,DSM 452,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 453,DSM 453,N/A,N/A,,31,成功,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 453_16S_31.fasta,N/A,N/A,
15,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 454,DSM 454,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 455,DSM 455,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Geobacillus stearothermophilus DSM 456,DSM 456,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Geobacillus stearothermophilus DSM 457,DSM 457,N/A,N/A,,FN428673,成功,Geobacillus stearothermophilus DSM 457_16S_FN428673.fasta,N/A,N/A,
15,Geobacillus stearothermophilus DSM 458,DSM 458,N/A,N/A,,FN428681,成功,Geobacillus stearothermophilus DSM 458_16S_FN428681.fasta,N/A,N/A,
15,Bacillus smithii DSM 459,DSM 459,N/A,N/A,,N/A,N/A,,N/A,N/A,
15,Bacillus smithii DSM 460,DSM 460,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Lysinibacillus sphaericus DSM 461,DSM 461,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Lysinibacillus sphaericus DSM 462,DSM 462,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Lysinibacillus sphaericus DSM 463,DSM 463,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Geobacillus thermodenitrificans subsp. thermodenitrificans DSM 465,DSM 465,N/A,N/A,,AY608960,成功,Geobacillus thermodenitrificans subsp. thermodenitrificans DSM 465_16S_AY608960.fasta,AYKT01000000,失败,
16,Geobacillus thermodenitrificans subsp. thermodenitrificans DSM 466,DSM 466,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Rhodospirillum rubrum DSM 467,DSM 467,N/A,N/A,,N/A,N/A,,CP000230,成功,Rhodospirillum rubrum DSM 467_Complete_CP000230.fasta
16,Rhodospirillum rubrum DSM 468,DSM 468,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Zymomonas mobilis DSM 473,DSM 473,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Cytobacillus sp. DSM 474,DSM 474,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Cytobacillus sp. DSM 475,DSM 475,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Cytobacillus sp. DSM 476,DSM 476,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Bacillus sp. DSM 477,DSM 477,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Bacillus sp. DSM 478,DSM 478,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Bacillus sp. DSM 479,DSM 479,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Bacillus sp. DSM 480,DSM 480,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Bacillus sp. DSM 481,DSM 481,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Bacillus sp. DSM 482,DSM 482,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Caryophanon latum DSM 484,DSM 484,N/A,N/A,,N/A,N/A,,N/A,N/A,
16,Alkalihalobacillus alcalophilus DSM 485,DSM 485,GCF_036211745.1,成功,Alkalihalobacillus alcalophilus DSM 485_WGS_GCF_036211745.1.fasta,N/A,N/A,,N/A,N/A,
16,Bacillus cereus DSM 487,DSM 487,GCF_031316835.1,成功,Bacillus cereus DSM 487_WGS_GCF_031316835.1.fasta,N/A,N/A,,N/A,N/A,
17,Paenibacillus macquariensis subsp. macquariensis DSM 489,DSM 489,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Virgibacillus pantothenticus DSM 490,DSM 490,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Virgibacillus pantothenticus DSM 491,DSM 491,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Bacillus pumilus DSM 492,DSM 492,GCA_047781205.1,成功,Bacillus pumilus DSM 492_WGS_GCA_047781205.1.fasta,N/A,N/A,,N/A,N/A,
17,Lysinibacillus fusiformis DSM 493,DSM 493,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Geobacillus stearothermophilus DSM 494,DSM 494,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Solidesulfovibrio sp. DSM 496,DSM 496,N/A,N/A,,520,失败,,N/A,N/A,
17,Halalkalibacterium halodurans DSM 497,DSM 497,GCF_964020885.1,成功,Halalkalibacterium halodurans DSM 497_WGS_GCF_964020885.1.fasta,N/A,N/A,,N/A,N/A,
17,Escherichia coli DSM 498,DSM 498,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Escherichia coli DSM 499,DSM 499,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Escherichia coli DSM 500,DSM 500,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Escherichia coli DSM 501,DSM 501,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Escherichia coli DSM 502,DSM 502,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Acidithiobacillus thiooxidans DSM 504,DSM 504,JABBDT000000000,成功,Acidithiobacillus thiooxidans DSM 504_WGS_JABBDT000000000.fasta,KX894721,成功,Acidithiobacillus thiooxidans DSM 504_16S_KX894721.fasta,N/A,N/A,
17,Thiobacillus thioparus DSM 505,DSM 505,ARDU00000000,成功,Thiobacillus thioparus DSM 505_WGS_ARDU00000000.fasta,HM173629,成功,Thiobacillus thioparus DSM 505_16S_HM173629.fasta,N/A,N/A,
17,Starkeya novella DSM 506,DSM 506,N/A,N/A,,N/A,N/A,,CP002026,成功,Starkeya novella DSM 506_Complete_CP002026.fasta
17,Aliivibrio fischeri DSM 507,DSM 507,N/A,N/A,,N/A,N/A,,BBEE00000000,成功,Aliivibrio fischeri DSM 507_Complete_BBEE00000000.fasta
17,Bacillus cereus DSM 508,DSM 508,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Priestia megaterium DSM 509,DSM 509,N/A,N/A,,N/A,N/A,,N/A,N/A,
17,Priestia megaterium DSM 510,DSM 510,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Vitreoscilla stercoraria DSM 513,DSM 513,ARNN00000000.1,失败,,N/A,N/A,,CP091512.1,成功,Vitreoscilla stercoraria DSM 513_Complete_CP091512.1.fasta
18,Cupriavidus necator DSM 515,DSM 515,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Cupriavidus necator DSM 516,DSM 516,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Cupriavidus necator DSM 517,DSM 517,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Cupriavidus necator DSM 518,DSM 518,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Acetoanaerobium sticklandii DSM 519,DSM 519,N/A,N/A,,N/A,N/A,,FP565809,成功,Acetoanaerobium sticklandii DSM 519_Complete_FP565809.fasta
18,Paenibacillus xerothermodurans DSM 520,DSM 520,GCF_002220865.2,成功,Paenibacillus xerothermodurans DSM 520_WGS_GCF_002220865.2.fasta,N/A,N/A,,N/A,N/A,
18,Neomoorella thermoacetica DSM 521,DSM 521,N/A,N/A,,AY656675,成功,Neomoorella thermoacetica DSM 521_16S_AY656675.fasta,CP012369,成功,Neomoorella thermoacetica DSM 521_Complete_CP012369.fasta
18,Clostridium sp. DSM 523,DSM 523,N/A,N/A,,667,失败,,N/A,N/A,
18,Clostridium pasteurianum DSM 525,DSM 525,N/A,N/A,,DQ911268,成功,Clostridium pasteurianum DSM 525_16S_DQ911268.fasta,CP009268,成功,Clostridium pasteurianum DSM 525_Complete_CP009268.fasta
18,Clostridium sp. DSM 526,DSM 526,N/A,N/A,,TRBA,成功,Clostridium sp. DSM 526_16S_TRBA.fasta,N/A,N/A,
18,Chitinophaga filiformis DSM 527,DSM 527,GCA_966095415.1,成功,Chitinophaga filiformis DSM 527_WGS_GCA_966095415.1.fasta,N/A,N/A,,N/A,N/A,
18,Clostridium tetanomorphum DSM 528,DSM 528,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Cupriavidus necator DSM 529,DSM 529,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Cupriavidus necator DSM 530,DSM 530,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Cupriavidus necator DSM 531,DSM 531,N/A,N/A,,AJ416498,成功,Cupriavidus necator DSM 531_16S_AJ416498.fasta,N/A,N/A,
18,Pseudonocardia autotrophica DSM 535,DSM 535,GCF_004361965.1,成功,Pseudonocardia autotrophica DSM 535_WGS_GCF_004361965.1.fasta,N/A,N/A,,N/A,N/A,
18,Cupriavidus necator DSM 538,DSM 538,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Cupriavidus necator DSM 539,DSM 539,N/A,N/A,,N/A,N/A,,N/A,N/A,
18,Cupriavidus necator DSM 540,DSM 540,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Cupriavidus necator DSM 541,DSM 541,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Cupriavidus necator DSM 542,DSM 542,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Cupriavidus necator DSM 543,DSM 543,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Cupriavidus necator DSM 544,DSM 544,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Cupriavidus necator DSM 545,DSM 545,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Cupriavidus necator DSM 546,DSM 546,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Cupriavidus necator DSM 547,DSM 547,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Acidovorax facilis DSM 550,DSM 550,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Cupriavidus necator DSM 551,DSM 551,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Clostridium beijerinckii DSM 552,DSM 552,GCF_050366995.1,成功,Clostridium beijerinckii DSM 552_WGS_GCF_050366995.1.fasta,N/A,N/A,,N/A,N/A,
19,Salmonella enterica subsp. enterica DSM 554,DSM 554,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Clostridium kluyveri DSM 555,DSM 555,N/A,N/A,,N/A,N/A,,CP000673,成功,Clostridium kluyveri DSM 555_Complete_CP000673.fasta
19,Clostridium kluyveri DSM 556,DSM 556,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Clostridium kluyveri DSM 557,DSM 557,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Clostridium kluyveri DSM 562,DSM 562,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Clostridium kluyveri DSM 563,DSM 563,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Clostridium kluyveri DSM 564,DSM 564,N/A,N/A,,N/A,N/A,,N/A,N/A,
19,Sphaerotilus montanus DSM 565,DSM 565,N/A,N/A,,GU591794,成功,Sphaerotilus montanus DSM 565_16S_GU591794.fasta,N/A,N/A,
19,Sphaerotilus hippei DSM 566,DSM 566,N/A,N/A,,GU591795,成功,Sphaerotilus hippei DSM 566_16S_GU591795.fasta,N/A,N/A,
19,Thermoanaerobacter thermohydrosulfuricus DSM 567,DSM 567,N/A,N/A,,L09161,成功,Thermoanaerobacter thermohydrosulfuricus DSM 567_16S_L09161.fasta,N/A,N/A,
20,Thermoanaerobacter sp. DSM 568,DSM 568,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Thermoanaerobacter thermohydrosulfuricus DSM 569,DSM 569,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Thermoanaerobacter thermohydrosulfuricus DSM 570,DSM 570,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Thermoanaerobacterium thermosaccharolyticum DSM 571,DSM 571,N/A,N/A,,N/A,N/A,,CP002171,成功,Thermoanaerobacterium thermosaccharolyticum DSM 571_Complete_CP002171.fasta
20,Thermoanaerobacterium thermosaccharolyticum DSM 572,DSM 572,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Thermoanaerobacterium thermosaccharolyticum DSM 573,DSM 573,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Desulfotomaculum nigrificans DSM 574,DSM 574,NZ_AEVP02000000,失败,,HG005352,成功,Desulfotomaculum nigrificans DSM 574_16S_HG005352.fasta,N/A,N/A,
20,Desulfotomaculum nigrificans DSM 575,DSM 575,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Azotobacter vinelandii DSM 576,DSM 576,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Bacillus sp. DSM 578,DSM 578,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Thermus thermophilus DSM 579,DSM 579,N/A,N/A,,X07998,成功,Thermus thermophilus DSM 579_16S_X07998.fasta,N/A,N/A,
20,Halothiobacillus neapolitanus DSM 581,DSM 581,GCF_053209605.1,成功,Halothiobacillus neapolitanus DSM 581_WGS_GCF_053209605.1.fasta,N/A,N/A,,N/A,N/A,
20,Paracoccus versutus DSM 582,DSM 582,N/A,N/A,,AY014174,成功,Paracoccus versutus DSM 582_16S_AY014174.fasta,N/A,N/A,
20,Acidithiobacillus ferrooxidans DSM 583,DSM 583,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Acidithiobacillus ferrooxidans DSM 584,DSM 584,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Acidithiobacillus ferrooxidans DSM 585,DSM 585,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Acinetobacter sp. DSM 586,DSM 586,N/A,N/A,,DQ189508,成功,Acinetobacter sp. DSM 586_16S_DQ189508.fasta,N/A,N/A,
20,Acinetobacter sp. DSM 587,DSM 587,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Acinetobacter sp. DSM 588,DSM 588,N/A,N/A,,N/A,N/A,,N/A,N/A,
20,Herpetosiphon giganteus DSM 589,DSM 589,GCA_965649515.1,成功,Herpetosiphon giganteus DSM 589_WGS_GCA_965649515.1.fasta,N/A,N/A,,N/A,N/A,
21,Acinetobacter guillouiae DSM 590,DSM 590,N/A,N/A,,X81659,成功,Acinetobacter guillouiae DSM 590_16S_X81659.fasta,N/A,N/A,
21,Beijerinckia indica DSM 591,DSM 591,N/A,N/A,,N/A,N/A,,N/A,N/A,
21,Azomonas macrocytogenes DSM 593,DSM 593,N/A,N/A,,N/A,N/A,,N/A,N/A,
21,Paenibacillus sp. DSM 596,DSM 596,N/A,N/A,,91,成功,Paenibacillus sp. DSM 596_16S_91.fasta,N/A,N/A,
21,Xanthobacter wiegelii DSM 597,DSM 597,JBAFUY000000000,成功,Xanthobacter wiegelii DSM 597_WGS_JBAFUY000000000.fasta,N/A,N/A,,N/A,N/A,
21,Clostridium sardiniense DSM 599,DSM 599,N/A,N/A,,N/A,N/A,,N/A,N/A,
21,Clostridium sardiniense DSM 600,DSM 600,N/A,N/A,,N/A,N/A,,N/A,N/A,
21,Clostridium baratii DSM 601,DSM 601,N/A,N/A,,X68174,成功,Clostridium baratii DSM 601_16S_X68174.fasta,N/A,N/A,
21,Clostridium baratii DSM 602,DSM 602,N/A,N/A,,NZ_UFWF00000000,失败,,N/A,N/A,
21,Bacillus licheniformis DSM 603,DSM 603,N/A,N/A,,AB680254,成功,Bacillus licheniformis DSM 603_16S_AB680254.fasta,N/A,N/A,
21,Gottschalkia acidurici DSM 604,DSM 604,N/A,N/A,,HE582772,成功,Gottschalkia acidurici DSM 604_16S_HE582772.fasta,N/A,N/A,
21,Clostridium cylindrosporum DSM 605,DSM 605,N/A,N/A,,Y18179,成功,Clostridium cylindrosporum DSM 605_16S_Y18179.fasta,N/A,N/A,
21,Bacillus sp. DSM 607,DSM 607,N/A,N/A,,AF478066,成功,Bacillus sp. DSM 607_16S_AF478066.fasta,N/A,N/A,
21,Bacillus cereus DSM 609,DSM 609,N/A,N/A,,AY795568,成功,Bacillus cereus DSM 609_16S_AY795568.fasta,N/A,N/A,
21,Acidithiobacillus sp. DSM 612,DSM 612,N/A,N/A,,N/A,N/A,,N/A,N/A,
21,Escherichia coli DSM 613,DSM 613,GCF_034424725.1,成功,Escherichia coli DSM 613_WGS_GCF_034424725.1.fasta,N/A,N/A,,N/A,N/A,
21,Lacrimispora sphenoides DSM 614,DSM 614,N/A,N/A,,641,失败,,N/A,N/A,
21,Bacillus spizizenii DSM 618,DSM 618,N/A,N/A,,N/A,N/A,,N/A,N/A,
21,Hydrogenophaga flava DSM 619,DSM 619,N/A,N/A,,AF078771,成功,Hydrogenophaga flava DSM 619_16S_AF078771.fasta,N/A,N/A,
